Name,Total,Ticket_Value,Price,Maturity,Rate,Payment_Date,Place,Institution,Payment_Method,Issuing_Method,Type
2015年广西壮族自治区政府一般债券(五期),58.2774,100.00,100.00,3,2.84,07.20,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府一般债券(六期),85.0000,100.00,100.00,5,3.15,07.20,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府一般债券(七期),85.0000,100.00,100.00,7,3.49,07.20,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府一般债券(八期),56.0000,100.00,100.00,10,3.52,07.20,银行间,广西壮族自治区政府,半年付,荷兰式招标,固定
2015年广西壮族自治区政府专项债券(一期),6.5000,100.00,100.00,5,3.15,07.20,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府专项债券(二期),6.5000,100.00,100.00,7,3.49,07.20,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府一般债券(九期),59.0000,100.00,100.00,3,3.23,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府一般债券(十期),88.0000,100.00,100.00,5,3.43,09.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府一般债券(十一期),88.0000,100.00,100.00,7,3.6,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府一般债券(十二期),59.0000,100.00,100.00,10,3.59,9.16,银行间,广西壮族自治区政府,半年付,荷兰式招标,固定
2015年广西壮族自治区政府专项债券(三期),9.5000,100.00,100.00,5,3.43,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年广西壮族自治区政府专项债券(四期),9.5000,100.00,100.00,7,3.6,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2015年海南省政府一般债券(一期),8.1000,100.00,100.00,3,2.92,06.24,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府一般债券(二期),24.3000,100.00,100.00,5,3.24,06.24,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府一般债券(三期),24.3000,100.00,100.00,7,3.53,06.24,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府一般债券(四期),24.3000,100.00,100.00,10,3.61,06.24,银行间,海南省政府,半年付,荷兰式招标,固定
2015年海南省政府一般债券(五期),5.3548,100.00,100.00,3,3.07,10.14,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府一般债券(六期),15.3000,100.00,100.00,5,3.2,10.14,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府一般债券(七期),15.3000,100.00,100.00,7,3.4,10.14,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府一般债券(八期),15.3000,100.00,100.00,10,3.39,10.14,银行间,海南省政府,半年付,荷兰式招标,固定
2015年海南省政府专项债券(一期),18.4484,100.00,100.00,5,3.20,10.14,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府专项债券(二期),7.0000,100.00,100.00,7,3.40,10.14,银行间,海南省政府,年付,荷兰式招标,固定
2015年海南省政府专项债券(三期),10.5000,100.00,100.00,10,3.39,10.14,银行间,海南省政府,半年付,荷兰式招标,固定
2015年重庆市政府一般债券(一期),40.0000,100.00,100.00,3,2.9,06.03,银行间,重庆市政府,年付,荷兰式招标,固定
2015年重庆市政府一般债券(二期),79.0000,100.00,100.00,5,3.26,06.03,银行间,重庆市政府,年付,荷兰式招标,固定
2015年重庆市政府一般债券(三期),80.0000,100.00,100.00,7,3.55,06.03,银行间,重庆市政府,年付,荷兰式招标,固定
2015年重庆市政府一般债券(四期),66.0000,100.00,100.00,10,3.57,06.03,银行间,重庆市政府,半年付,荷兰式招标,固定
2015年重庆市政府一般债券(五期),62.2900,100.00,100.00,3,2.88,08.05,银行间,重庆市政府,年付,荷兰式招标,固定
2015年重庆市政府一般债券(六期),116.0000,100.00,100.00,5,3.19,08.05,银行间,重庆市政府,年付,荷兰式招标,固定
2015年重庆市政府一般债券(七期),116.0000,100.00,100.00,7,3.44,08.05,银行间,重庆市政府,年付,荷兰式招标,固定
2015年重庆市政府一般债券(八期),97.0000,100.00,100.00,10,3.47,08.05,银行间,重庆市政府,半年付,荷兰式招标,固定
2015年重庆市政府专项债券(一期),13.0000,100.00,100.00,5,3.19,08.05,银行间,重庆市政府,年付,荷兰式招标,固定
2015年重庆市政府专项债券(二期),12.0000,100.00,100.00,10,3.47,08.05,银行间,重庆市政府,半年付,荷兰式招标,固定
2015年四川省政府一般债券(一期),135.0000,100.00,100.00,3,2.89,06.17,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(二期),135.0000,100.00,100.00,5,3.26,06.17,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(三期),135.0000,100.00,100.00,7,3.54,06.17,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(四期),45.0000,100.00,100.00,10,3.62,06.17,银行间,四川省政府,半年付,荷兰式招标,固定
2015年四川省政府一般债券(五期),150.0000,100.00,100.00,3,2.89,07.08,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(六期),150.0000,100.00,100.00,5,3.18,07.08,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(七期),150.0000,100.00,100.00,7,3.53,07.08,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(八期),50.0000,100.00,100.00,10,3.6,07.08,银行间,四川省政府,半年付,荷兰式招标,固定
2015年四川省政府一般债券(九期),84.0000,100.00,100.00,3,3.24,10.10,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(十期),84.0000,100.00,100.00,5,3.37,10.10,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(十一期),84.0000,100.00,100.00,7,3.58,10.10,银行间,四川省政府,年付,荷兰式招标,固定
2015年四川省政府一般债券(十二期),28.0000,100.00,100.00,10,3.56,10.10,银行间,四川省政府,半年付,荷兰式招标,固定
2015年贵州省政府一般债券(一期),68.0000,100.00,100.00,3,2.91,06.05,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(二期),100.0000,100.00,100.00,5,3.3,06.05,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(三期),100.0000,100.00,100.00,7,3.58,06.05,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(四期),68.0000,100.00,100.00,10,3.6,06.05,银行间,贵州省政府,半年付,荷兰式招标,固定
2015年贵州省政府一般债券(五期),80.0000,100.00,100.00,3,2.88,07.06,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(六期),120.0000,100.00,100.00,5,3.2,07.06,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(七期),120.0000,100.00,100.00,7,3.54,07.06,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(八期),80.0000,100.00,100.00,10,3.61,07.06,银行间,贵州省政府,半年付,荷兰式招标,固定
2015年贵州省政府一般债券(九期),100.0000,100.00,100.00,3,3.22,9.21,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(十期),150.0000,100.00,100.00,5,3.42,9.21,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(十一期),150.0000,100.00,100.00,7,3.58,9.21,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(十二期),100.0000,100.00,100.00,10,3.57,9.21,银行间,贵州省政府,半年付,荷兰式招标,固定
2015年贵州省政府一般债券(十七期),6.0000,100.00,100.00,3,2.79,12.24,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(十八期),9.0000,100.00,100.00,5,2.99,12.24,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(十九期),9.0000,100.00,100.00,7,3.18,12.24,银行间,贵州省政府,年付,荷兰式招标,固定
2015年贵州省政府一般债券(二十期),6.0000,100.00,100.00,10,3.23,12.24,银行间,贵州省政府,半年付,荷兰式招标,固定
2015年云南省政府一般债券(一期),46.0000,100.00,100.00,3,2.92,06.23,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府一般债券(二期),80.0000,100.00,100.00,5,3.26,06.23,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府一般债券(三期),80.0000,100.00,100.00,7,3.54,06.23,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府一般债券(四期),80.0000,100.00,100.00,10,3.62,06.23,银行间,云南省政府,半年付,荷兰式招标,固定
2015年云南省政府专项债券(一期),13.0000,100.00,100.00,3,2.84,07.28,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府专项债券(二期),13.0000,100.00,100.00,5,3.16,07.28,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府专项债券(三期),13.0000,100.00,100.00,7,3.45,07.28,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府专项债券(四期),8.0000,100.00,100.00,10,3.49,07.28,银行间,云南省政府,半年付,荷兰式招标,固定
2015年云南省政府一般债券(五期),27.6000,100.00,100.00,3,3.17,9.22,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府一般债券(六期),50.0000,100.00,100.00,5,3.36,9.22,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府一般债券(七期),50.0000,100.00,100.00,7,3.53,9.22,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府一般债券(八期),50.0000,100.00,100.00,10,3.52,9.22,银行间,云南省政府,半年付,荷兰式招标,固定
2015年云南省政府专项债券(五期),44.4000,100.00,100.00,3,3.17,9.22,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府专项债券(六期),41.0000,100.00,100.00,5,3.36,9.22,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府专项债券(七期),42.0000,100.00,100.00,7,3.53,9.22,银行间,云南省政府,年付,荷兰式招标,固定
2015年云南省政府专项债券(八期),42.0000,100.00,100.00,10,3.52,9.22,银行间,云南省政府,半年付,荷兰式招标,固定
2015年陕西省政府一般债券(一期),18.0000,100.00,100.00,3,2.87,06.30,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府一般债券(二期),53.0000,100.00,100.00,5,3.2,06.30,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府一般债券(三期),53.0000,100.00,100.00,7,3.53,06.30,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府一般债券(四期),53.0000,100.00,100.00,10,3.6,06.30,银行间,陕西省政府,半年付,荷兰式招标,固定
2015年陕西省政府一般债券(五期),35.3412,100.00,100.00,3,3.03,08.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府一般债券(六期),52.8000,100.00,100.00,5,3.36,08.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府一般债券(七期),52.8000,100.00,100.00,7,3.62,08.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府一般债券(八期),35.3000,100.00,100.00,10,3.6,08.31,银行间,陕西省政府,半年付,荷兰式招标,固定
2015年陕西省政府专项债券(一期),26.3049,100.00,100.00,3,3.03,08.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府专项债券(二期),39.4000,100.00,100.00,5,3.36,8.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府专项债券(三期),39.4000,100.00,100.00,7,3.62,8.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府专项债券(四期),26.3000,100.00,100.00,10,3.6,08.31,银行间,陕西省政府,半年付,荷兰式招标,固定
2015年陕西省政府专项债券(五期),1.0000,100.00,100.00,3,3.03,08.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府专项债券(六期),1.5000,100.00,100.00,5,3.36,08.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府专项债券(七期),1.5000,100.00,100.00,7,3.62,08.31,银行间,陕西省政府,年付,荷兰式招标,固定
2015年陕西省政府专项债券(八期),1.0000,100.00,100.00,10,3.6,08.31,银行间,陕西省政府,半年付,荷兰式招标,固定
2015年甘肃省政府一般债券(一期),20.0000,100.00,100.00,3,2.85,07.10,银行间,甘肃省政府,年付,荷兰式招标,固定
2015年甘肃省政府一般债券(二期),60.0000,100.00,100.00,5,3.14,07.10,银行间,甘肃省政府,年付,荷兰式招标,固定
2015年甘肃省政府一般债券(三期),60.0000,100.00,100.00,7,3.48,07.10,银行间,甘肃省政府,年付,荷兰式招标,固定
2015年甘肃省政府一般债券(四期),60.0000,100.00,100.00,10,3.51,07.10,银行间,甘肃省政府,半年付,荷兰式招标,固定
2015年甘肃省政府一般债券(五期),9.5575,100.00,100.00,3,3.03,08.21,银行间,甘肃省政府,年付,荷兰式招标,固定
2015年甘肃省政府一般债券(六期),20.0000,100.00,100.00,5,3.36,08.21,银行间,甘肃省政府,年付,荷兰式招标,固定
2015年甘肃省政府一般债券(七期),20.0000,100.00,100.00,7,3.6,08.21,银行间,甘肃省政府,年付,荷兰式招标,固定
2015年甘肃省政府一般债券(八期),20.0000,100.00,100.00,10,3.61,08.21,银行间,甘肃省政府,半年付,荷兰式招标,固定
2015年甘肃省政府专项债券(一期),44.6228,100.00,100.00,5,3.36,08.21,银行间,甘肃省政府,年付,荷兰式招标,固定
2015年甘肃省政府专项债券(二期),44.0000,100.00,100.00,10,3.61,08.21,银行间,甘肃省政府,半年付,荷兰式招标,固定
2015年青海省政府一般债券(一期),28.0000,100.00,100.00,3,2.84,07.10,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(二期),40.0000,100.00,100.00,5,3.13,07.13,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(三期),40.0000,100.00,100.00,7,3.46,07.13,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(四期),45.0000,100.00,100.00,10,3.47,07.13,银行间,青海省政府,半年付,荷兰式招标,固定
2015年青海省政府一般债券(五期),15.2712,100.00,100.00,3,3.02,08.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(六期),26.0000,26.00,26.00,5,3.36,08.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(七期),26.0000,100.00,100.00,7,3.61,08.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(八期),26.0000,100.00,100.00,10,3.61,08.25,银行间,青海省政府,半年付,荷兰式招标,固定
2015年青海省政府专项债券(一期),8.0000,100.00,100.00,3,3.02,08.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府专项债券(二期),9.0000,100.00,100.00,5,3.36,08.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府专项债券(三期),8.0000,100.00,100.00,7,3.61,08.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府专项债券(四期),8.0000,100.00,100.00,10,3.61,08.25,银行间,青海省政府,半年付,荷兰式招标,固定
2015年青海省政府一般债券(九期),5.0000,100.00,100.00,3,3.19,09.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(十期),8.0000,100.00,100.00,5,100,9.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(十一期),8.0000,100.00,100.00,7,3.53,9.25,银行间,青海省政府,年付,荷兰式招标,固定
2015年青海省政府一般债券(十二期),8.0000,100.00,100.00,10,3.52,9.25,银行间,青海省政府,半年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(一期),7.0000,100.00,100.00,3,2.89,06.16,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(二期),21.0000,100.00,100.00,5,3.25,06.16,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(三期),21.0000,100.00,100.00,7,3.52,06.16,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(四期),21.0000,100.00,100.00,10,3.59,06.16,银行间,宁夏回族自治区政府,半年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(五期),5.7279,100.00,100.00,3,3.14,9.9,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(六期),10.0000,100.00,100.00,5,3.35,9.9,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(七期),10.0000,100.00,100.00,7,3.53,9.9,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2015年宁夏回族自治区政府一般债券(八期),10.0000,100.00,100.00,10,3.52,9.9,银行间,宁夏回族自治区政府,半年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(一期),11.8000,100.00,100.00,3,2.84,05.22,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(二期),17.7000,100.00,100.00,5,3.07,05.22,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(三期),17.7000,100.00,100.00,7,3.37,05.22,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(四期),11.8000,100.00,100.00,10,3.41,05.22,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(五期),50.2000,100.00,100.00,3,2.89,06.17,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(六期),75.3000,100.00,100.00,5,3.26,06.17,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(七期),75.3000,100.00,100.00,7,3.54,06.17,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(八期),50.2000,100.00,100.00,10,3.61,06.17,银行间,新疆维吾尔自治区政府,半年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(一期),6.6000,100.00,100.00,3,2.89,07.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(二期),9.9000,100.00,100.00,5,3.19,07.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(三期),9.9000,100.00,100.00,7,3.54,07.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(四期),6.6000,100.00,100.00,10,3.6,07.07,银行间,新疆维吾尔自治区政府,半年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(九期),7.4000,100.00,100.00,3,2.88,08.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(十期),11.1000,100.00,100.00,5,3.19,08.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府1般债券(11期),11.1000,100.00,100.00,7,3.45,08.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府1般债券(12期),7.4000,100.00,100.00,10,3.47,08.07,银行间,新疆维吾尔自治区政府,半年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(六期),3.6000,100.00,100.00,5,3.19,08.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(七期),3.6000,100.00,100.00,7,3.45,08.07,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(十三期),37.0000,100.00,100.00,3,3.13,9.16,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(十四期),55.5000,100.00,100.00,5,3.37,9.16,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(十五期),55.5000,100.00,100.00,7,3.55,9.16,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府一般债券(十六期),37.0000,100.00,100.00,10,3.49,9.16,银行间,新疆维吾尔自治区政府,半年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(九期),11.6000,100.00,100.00,3,2.98,9.16,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(十期),17.4000,100.00,100.00,5,3.18,9.16,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(十一期),17.4000,100.00,100.00,7,3.41,9.16,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2015年新疆维吾尔自治区政府专项债券(十二期),11.6000,100.00,100.00,10,3.34,9.16,银行间,新疆维吾尔自治区政府,半年付,荷兰式招标,固定
2015年记账式贴现(二十四期)国债,100.0000,100.00,99.44,0.25,,12.28,银行间,财政部,贴现,荷兰式招标,贴现
2016年记账式附息(一期)国债,200.0000,100.00,100.00,1,2.32,1.7,银行间,财政部,年付,荷兰式招标,固定
2016年记账式附息(二期)国债,200.0000,100.00,100.00,5,2.53,1.14,银行间,财政部,年付,荷兰式招标,固定
2016年记账式附息(三期)国债,200.0000,100.00,100.00,3,2.55,1.28,银行间,财政部,年付,荷兰式招标,固定
2016年记账式附息(四期)国债,200.0000,100.00,100.00,10,2.85,1.28,银行间,财政部,半年付,荷兰式招标,固定
2016年记账式附息(五期)国债,200.0000,100.00,100.00,1,2.22,2.18,银行间,财政部,年付,荷兰式招标,固定
2016年记账式附息(六期)国债,200.0000,100.00,100.00,7,2.75,3.17,银行间,财政部,年付,荷兰式招标,固定
2016年记账式附息(十期)国债,359.0000,100.00,100.00,10,2.9,5.5,银行间,财政部,半年付,荷兰式招标,固定
16附息国债11,282.7000,100.00,100.00,1,2.3,5.5,银行间,财政部,年付,荷兰式招标,固定
2016年记账式附息(十三期)国债,284.1000,100.00,100.00,50,3.7,05.23,银行间,财政部,半年付,荷兰式招标,固定
2016年记账式附息(二十五期)国债,200.0000,100.00,98.60,7,2.79,11.17,银行间,财政部,年付,荷兰式招标,固定
2016年湖北省政府一般债券(一期),180.0000,100.00,100.00,3,2.75,2.19,银行间,湖北省政府,年付,荷兰式招标,固定
2016年湖北省政府一般债券(二期),180.0000,100.00,100.00,5,2.9,2.19,银行间,湖北省政府,年付,荷兰式招标,固定
2016年湖北省政府一般债券(三期),180.0000,100.00,100.00,7,3.07,2.19,银行间,湖北省政府,年付,荷兰式招标,固定
2016年湖北省政府一般债券(四期),60.0000,100.00,100.00,10,3.04,2.19,银行间,湖北省政府,半年付,荷兰式招标,固定
2016年广东省政府专项债券(一期),228.5000,100.00,100.00,5,2.9,2.24,银行间,广东省政府,年付,荷兰式招标,固定
2016年广东省政府专项债券(二期),91.4000,100.00,100.00,7,3.07,2.24,银行间,广东省政府,年付,荷兰式招标,固定
2016年广东省政府专项债券(三期),137.1000,100.00,100.00,10,3.04,2.24,银行间,广东省政府,半年付,荷兰式招标,固定
2016年广东省政府一般债券(一期),41.3000,100.00,100.00,3,2.74,3.2,银行间,广东省政府,年付,荷兰式招标,固定
2016年广东省政府一般债券(二期),123.9000,100.00,100.00,5,2.85,3.2,银行间,广东省政府,年付,荷兰式招标,固定
2016年广东省政府一般债券(三期),123.9000,100.00,100.00,7,3.07,3.2,银行间,广东省政府,年付,荷兰式招标,固定
2016年广东省政府一般债券(四期),123.9000,100.00,100.00,10,3.06,3.2,银行间,广东省政府,半年付,荷兰式招标,固定
2016年内蒙古自治区政府一般债券(一期),63.0000,100.00,100.00,3,2.76,3.14,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2016年内蒙古自治区政府一般债券(二期),189.0000,189.00,189.00,5,2.93,3.14,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2016年内蒙古自治区政府一般债券(三期),189.0000,100.00,100.00,7,3.19,3.14,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2016年内蒙古自治区政府一般债券(四期),189.0000,100.00,100.00,10,3.2,3.14,银行间,内蒙古自治区政府,半年付,荷兰式招标,固定
2016年浙江省政府一般债券(二期),90.0000,100.00,100.00,5,2.79,3.11,银行间,浙江省政府,年付,荷兰式招标,固定
2016年浙江省政府一般债券(三期),90.0000,100.00,100.00,7,3.07,3.11,银行间,2016.03.10,年付,荷兰式招标,固定
2016年浙江省政府一般债券(四期),90.0000,100.00,100.00,10,3.21,3.11,银行间,浙江省政府,半年付,荷兰式招标,固定
2016年山东省政府一般债券(一期),63.2000,100.00,100.00,3,2.6,3.11,银行间,山东省政府,年付,荷兰式招标,固定
2016年山东省政府一般债券(二期),94.8000,100.00,100.00,5,2.79,3.11,银行间,山东省政府,年付,荷兰式招标,固定
2016年山东省政府一般债券(三期),94.8000,100.00,100.00,7,3.09,3.11,银行间,山东省政府,年付,荷兰式招标,固定
2016年山东省政府一般债券(四期),63.2000,100.00,100.00,10,3.11,3.11,银行间,山东省政府,半年付,荷兰式招标,固定
2016年山东省政府专项债券(一期),56.8000,100.00,100.00,3,2.59,3.11,银行间,山东省政府,年付,荷兰式招标,固定
2016年山东省政府专项债券(二期),85.2000,100.00,100.00,5,2.79,3.11,银行间,山东省政府,年付,荷兰式招标,固定
2016年山东省政府专项债券(三期),85.2000,100.00,100.00,7,3.09,3.11,银行间,山东省政府,年付,荷兰式招标,固定
2016年山东省政府专项债券(四期),56.8000,100.00,100.00,10,3.11,3.11,银行间,山东省政府,半年付,荷兰式招标,固定
2016年江苏省政府一般债券(一期),121.8000,100.00,100.00,3,2.64,3.16,银行间,2016.03.15,年付,荷兰式招标,固定
2016年江苏省政府一般债券(二期),182.5000,100.00,100.00,5,2.76,3.16,银行间,江苏省政府,年付,荷兰式招标,固定
2016年江苏省政府一般债券(三期),182.5000,100.00,100.00,7,3.05,3.16,银行间,江苏省政府,年付,荷兰式招标,固定
2016年江苏省政府一般债券(四期),121.8000,100.00,100.00,10,3.06,3.16,银行间,江苏省政府,半年付,荷兰式招标,固定
2016年江苏省政府专项债券(一期),105.5000,100.00,100.00,3,100,3.16,银行间,江苏省政府,年付,荷兰式招标,固定
2016年江苏省政府专项债券(二期),158.2000,158.20,158.20,5,2.76,3.16,银行间,2016.03.15,年付,荷兰式招标,固定
2016年江苏省政府专项债券(三期),158.2000,100.00,100.00,7,3.05,3.16,银行间,江苏省政府,年付,荷兰式招标,固定
2016年江苏省政府专项债券(四期),105.5000,100.00,100.00,10,3.06,3.16,银行间,江苏省政府,半年付,荷兰式招标,固定
2016年重庆市政府一般债券(一期),26.0000,100.00,100.00,3,2.64,3.18,银行间,重庆市政府,年付,荷兰式招标,固定
2016年重庆市政府一般债券(二期),51.0000,100.00,100.00,5,2.78,3.18,银行间,重庆市政府,年付,荷兰式招标,固定
2016年重庆市政府一般债券(三期),51.0000,100.00,100.00,7,3.04,3.18,银行间,重庆市政府,年付,荷兰式招标,固定
2016年重庆市政府一般债券(四期),42.0000,100.00,100.00,10,3.04,3.18,银行间,重庆市政府,半年付,荷兰式招标,固定
2016年重庆市政府专项债券(一期),65.0000,100.00,100.00,5,2.78,3.18,银行间,重庆市政府,年付,荷兰式招标,固定
2016年重庆市政府专项债券(二期),65.0000,65.00,65.00,7,3.04,3.18,银行间,重庆市政府,年付,荷兰式招标,固定
2016年宁夏回族自治区政府专项债券(一期),14.0000,100.00,100.00,3,2.64,05.20,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
2016年宁夏回族自治区政府专项债券(二期),14.0000,100.00,100.00,5,2.9,05.20,银行间,宁夏回族自治区政府,年付,荷兰式招标,固定
