Name,Total,Price,Maturity,Rate,Payment_Date,Place,Institution,Payment_Method,Issuing_Method,Type,Year,Payment_Interval,isGov,Real_Interest,Inflation,Duration
2015年山东省政府一般债券(六期),107.0,100.0,5.0,3.2,6.29,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.2,3.0,4.699389145095597
2015年山东省政府一般债券(七期),107.0,100.0,7.0,3.52,6.29,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.52,3.0,6.325054183748001
2015年山东省政府一般债券(八期),71.0,100.0,10.0,3.59,6.29,银行间,山东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6222202499999856,3.0,8.502804386182262
2015年山东省政府专项债券(一期),90.0564,100.0,5.0,3.16,7.27,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.16,3.0,4.7029200992162234
2015年山东省政府专项债券(二期),36.0,100.0,7.0,3.46,7.27,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.46,3.0,6.3355613621906715
2015年山东省政府专项债券(三期),54.0,100.0,10.0,3.5,7.27,银行间,山东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5306250000000095,3.0,8.535757711472755
2015年山东省政府一般债券(九期),202.5,100.0,3.0,3.24,9.15,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.24,3.0,2.9068353498526847
2015年山东省政府一般债券(十期),202.5,100.0,5.0,3.44,9.15,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.44,3.0,4.678316997084856
2015年山东省政府一般债券(十一期),202.5,100.0,7.0,3.61,9.15,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.61,3.0,6.309353294847299
2015年山东省政府一般债券(十二期),68.16,100.0,10.0,3.6,9.15,银行间,山东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6324000000000023,3.0,8.499155946322187
2015年山东省政府专项债券(四期),22.2,100.0,3.0,3.23,9.15,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.23,3.0,2.9071109620556053
2015年山东省政府专项债券(五期),22.2,100.0,5.0,3.44,9.15,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.44,3.0,4.678316997084856
2015年山东省政府专项债券(六期),22.2,100.0,7.0,3.6,9.15,银行间,山东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.6,3.0,6.311094300373689
2015年山东省政府专项债券(七期),7.77,100.0,10.0,3.59,9.15,银行间,山东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6222202499999856,3.0,8.502804386182262
2015年青岛市政府一般债券(一期),2.8,100.0,3.0,2.92,6.24,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,2.92,3.0,2.9156902927331867
2015年青岛市政府一般债券(二期),8.4,100.0,5.0,3.24,6.24,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,3.24,3.0,4.6958636176384605
2015年青岛市政府一般债券(三期),8.4,100.0,7.0,3.53,6.24,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,3.53,3.0,6.323306097516017
2015年青岛市政府一般债券(四期),8.4,100.0,10.0,3.61,6.24,银行间,青岛市政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6425802499999715,3.0,8.495510106250377
2015年青岛市政府一般债券(五期),0.8,100.0,3.0,3.03,8.17,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,3.03,3.0,2.912638153910312
2015年青岛市政府一般债券(六期),2.4,100.0,5.0,3.33,8.17,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,3.33,3.0,4.687950965288854
2015年青岛市政府一般债券(七期),2.4,100.0,7.0,3.57,8.17,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,3.57,3.0,6.316322617767307
2015年青岛市政府一般债券(八期),2.4,100.0,10.0,3.6,8.17,银行间,青岛市政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6324000000000023,3.0,8.499155946322187
2015年青岛市政府专项债券(一期),3.5,100.0,5.0,3.33,8.17,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,3.33,3.0,4.687950965288854
2015年青岛市政府专项债券(二期),1.4,100.0,7.0,3.57,8.17,银行间,青岛市政府,年付,荷兰式招标,固定,2015,1.0,0,3.57,3.0,6.316322617767307
2015年青岛市政府专项债券(三期),2.1,100.0,10.0,3.6,8.17,银行间,青岛市政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6324000000000023,3.0,8.499155946322187
2015年河南省政府一般债券(一期),43.0,100.0,3.0,2.92,6.19,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,2.92,3.0,2.9156902927331867
2015年河南省政府一般债券(二期),127.0,100.0,5.0,3.27,6.19,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.27,3.0,4.693223026689634
2015年河南省政府一般债券(三期),127.0,100.0,7.0,3.55,6.19,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.55,3.0,6.319812585751217
2015年河南省政府一般债券(四期),127.0,100.0,10.0,3.63,6.19,银行间,河南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6629422499999675,3.0,8.488226216384042
2015年河南省政府一般债券(五期),51.0,100.0,3.0,3.03,9.01,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.03,3.0,2.912638153910312
2015年河南省政府一般债券(六期),76.6,100.0,5.0,3.29,9.01,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.29,3.0,4.6914643228436
2015年河南省政府一般债券(七期),76.6,0.0,7.0,3.54,9.01,银行间,20150907,年付,荷兰式招标,固定,2015,1.0,0,3.54,3.0,inf
2015年河南省政府一般债券(八期),51.0,100.0,10.0,3.53,9.01,银行间,河南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5611522499999992,3.0,8.524749748438786
2015年河南省政府专项债券(一期),31.4,100.0,3.0,3.03,9.01,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.03,3.0,2.912638153910312
2015年河南省政府专项债券(二期),47.0,100.0,5.0,3.29,9.01,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.29,3.0,4.6914643228436
2015年河南省政府专项债券(三期),47.0,100.0,7.0,3.54,9.01,银行间,河南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.54,3.0,6.321558898374762
2015年河南省政府专项债券(四期),31.4,100.0,10.0,3.53,9.01,银行间,河南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5611522499999992,3.0,8.524749748438786
2015年湖北省政府一般债券(一期),20.0,100.0,3.0,2.85,5.28,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,2.85,3.0,2.9176370854090607
2015年湖北省政府一般债券(二期),60.0,100.0,5.0,3.15,5.28,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.15,3.0,4.70380368695141
2015年湖北省政府一般债券(三期),60.0,100.0,7.0,3.4,5.28,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.4,3.0,6.3461006207950845
2015年湖北省政府一般债券(四期),60.0,100.0,10.0,3.45,5.28,银行间,湖北省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.479756249999988,3.0,8.554156799979255
2015年第二批湖北省政府一般债券(六期),109.2,100.0,5.0,3.26,6.1,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.26,3.0,4.694102885477579
2015年第二批湖北省政府一般债券(七期),109.2,100.0,7.0,3.54,6.1,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.54,3.0,6.321558898374762
2015年第二批湖北省政府一般债券(八期),109.2,100.0,10.0,3.6,6.1,银行间,湖北省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6324000000000023,3.0,8.499155946322187
2015年湖北省政府一般债券(九期),21.1,100.0,3.0,2.84,7.2,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,2.84,3.0,2.917915486454623
2015年湖北省政府一般债券(十期),63.3,100.0,5.0,3.15,7.2,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.15,3.0,4.70380368695141
2015年湖北省政府一般债券(十一期),63.3,100.0,7.0,3.49,7.2,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.49,3.0,6.3303037707252905
2015年湖北省政府一般债券(十二期),63.3,100.0,10.0,3.52,7.2,银行间,湖北省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5509760000000057,3.0,8.52841645063598
2015年湖北省政府专项债券(一期),2.3,100.0,3.0,2.84,7.2,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,2.84,3.0,2.917915486454623
2015年湖北省政府专项债券(二期),9.2,100.0,5.0,3.17,7.2,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.17,3.0,4.702036851335083
2015年湖北省政府专项债券(三期),4.6,100.0,7.0,3.59,7.2,银行间,湖北省政府,年付,荷兰式招标,固定,2015,1.0,0,3.59,3.0,6.312836188988815
2015年湖北省政府专项债券(四期),6.9,100.0,10.0,3.62,7.2,银行间,湖北省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6527610000000044,3.0,8.491866863694376
2015年湖南省政府一般债券(一期),44.0,100.0,3.0,2.83,7.17,银行间,湖南省政府,年付,荷兰式招标,固定,2015,1.0,0,2.83,3.0,2.9181939595303343
2015年湖南省政府一般债券(二期),126.0,100.0,5.0,3.14,7.17,银行间,湖南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.14,3.0,4.704687614712836
2015年湖南省政府一般债券(三期),126.0,100.0,7.0,3.48,7.17,银行间,湖南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.48,3.0,6.332055411059349
2015年湖南省政府一般债券(四期),126.0,100.0,10.0,3.5,7.17,银行间,湖南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5306250000000095,3.0,8.535757711472755
2015年广东省政府一般债券(一期),31.0,100.0,3.0,2.87,6.15,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,2.87,3.0,2.9170804993035078
2015年广东省政府一般债券(二期),93.0,100.0,5.0,3.25,6.15,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.25,3.0,4.694983082403478
2015年广东省政府一般债券(三期),93.0,100.0,7.0,3.52,6.15,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.52,3.0,6.325054183748001
2015年广东省政府一般债券(四期),93.0,100.0,10.0,3.58,6.15,银行间,广东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6120410000000103,3.0,8.506455428105268
2015年广东省政府专项债券(一期),27.5,100.0,5.0,3.12,7.14,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.12,3.0,4.706456491003718
2015年广东省政府专项债券(二期),11.0,100.0,7.0,3.45,7.14,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.45,3.0,6.337315674139741
2015年广东省政府专项债券(三期),16.5,100.0,10.0,3.46,7.14,银行间,广东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.489929000000025,3.0,8.55047172320011
2015年广东省政府一般债券(五期),25.9,100.0,3.0,2.85,7.22,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,2.85,3.0,2.9176370854090607
2015年广东省政府一般债券(六期),77.7,100.0,5.0,3.16,7.22,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.16,3.0,4.7029200992162234
2015年广东省政府一般债券(七期),77.7,100.0,7.0,3.49,7.22,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.49,3.0,6.3303037707252905
2015年广东省政府一般债券(八期),77.7,100.0,10.0,3.53,7.22,银行间,广东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5611522499999992,3.0,8.524749748438786
2015年广东省政府一般债券(九期),19.2634,100.0,3.0,3.02,10.12,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.02,3.0,2.9129152628853627
2015年广东省政府一般债券(十期),57.7906,100.0,5.0,3.14,10.12,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.14,3.0,4.704687614712836
2015年广东省政府一般债券(十一期),57.7906,100.0,7.0,3.35,10.12,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.35,3.0,6.354907931981859
2015年广东省政府一般债券(十二期),57.7906,100.0,10.0,3.33,10.12,银行间,广东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.357722250000017,3.0,8.59858384703021
2015年广东省政府专项债券(四期),77.508,100.0,5.0,3.15,10.12,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.15,3.0,4.70380368695141
2015年广东省政府专项债券(五期),31.0032,100.0,7.0,3.35,10.12,银行间,广东省政府,年付,荷兰式招标,固定,2015,1.0,0,3.35,3.0,6.354907931981859
2015年广东省政府专项债券(六期),46.5048,100.0,10.0,3.33,10.12,银行间,广东省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.357722250000017,3.0,8.59858384703021
2015年广西壮族自治区政府一般债券(一期),40.0,100.0,3.0,2.86,5.29,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,2.86,3.0,2.9173587563674257
2015年广西壮族自治区政府一般债券(二期),60.0,100.0,5.0,3.16,5.29,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.16,3.0,4.7029200992162234
2015年广西壮族自治区政府一般债券(三期),60.0,100.0,7.0,3.42,5.29,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.42,3.0,6.3425839624406875
2015年广西壮族自治区政府一般债券(四期),40.0,100.0,10.0,3.47,5.29,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.47,3.0,8.618218156553871
2015年广西壮族自治区政府一般债券(五期),58.2774,100.0,3.0,2.84,7.2,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,2.84,3.0,2.917915486454623
2015年广西壮族自治区政府一般债券(六期),85.0,100.0,5.0,3.15,7.2,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.15,3.0,4.70380368695141
2015年广西壮族自治区政府一般债券(七期),85.0,100.0,7.0,3.49,7.2,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.49,3.0,6.3303037707252905
2015年广西壮族自治区政府一般债券(八期),56.0,100.0,10.0,3.52,7.2,银行间,广西壮族自治区政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5509760000000057,3.0,8.52841645063598
2015年广西壮族自治区政府专项债券(一期),6.5,100.0,5.0,3.15,7.2,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.15,3.0,4.70380368695141
2015年广西壮族自治区政府专项债券(二期),6.5,100.0,7.0,3.49,7.2,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.49,3.0,6.3303037707252905
2015年广西壮族自治区政府一般债券(九期),59.0,100.0,3.0,3.23,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.23,3.0,2.9071109620556053
2015年广西壮族自治区政府一般债券(十期),88.0,100.0,5.0,3.43,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.43,3.0,4.679191133608754
2015年广西壮族自治区政府一般债券(十一期),88.0,100.0,7.0,3.6,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.6,3.0,6.311094300373689
2015年广西壮族自治区政府一般债券(十二期),59.0,100.0,10.0,3.59,9.16,银行间,广西壮族自治区政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6222202499999856,3.0,8.502804386182262
2015年广西壮族自治区政府专项债券(三期),9.5,100.0,5.0,3.43,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.43,3.0,4.679191133608754
2015年广西壮族自治区政府专项债券(四期),9.5,100.0,7.0,3.6,9.16,银行间,广西壮族自治区政府,年付,荷兰式招标,固定,2015,1.0,0,3.6,3.0,6.311094300373689
2015年海南省政府一般债券(一期),8.1,100.0,3.0,2.92,6.24,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,2.92,3.0,2.9156902927331867
2015年海南省政府一般债券(二期),24.3,100.0,5.0,3.24,6.24,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.24,3.0,4.6958636176384605
2015年海南省政府一般债券(三期),24.3,100.0,7.0,3.53,6.24,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.53,3.0,6.323306097516017
2015年海南省政府一般债券(四期),24.3,100.0,10.0,3.61,6.24,银行间,海南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6425802499999715,3.0,8.495510106250377
2015年海南省政府一般债券(五期),5.3548,100.0,3.0,3.07,10.14,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.07,3.0,2.911530433090369
2015年海南省政府一般债券(六期),15.3,100.0,5.0,3.2,10.14,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.2,3.0,4.699389145095597
2015年海南省政府一般债券(七期),15.3,100.0,7.0,3.4,10.14,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.4,3.0,6.3461006207950845
2015年海南省政府一般债券(八期),15.3,100.0,10.0,3.39,10.14,银行间,海南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.4187302500000127,3.0,8.576322658686045
2015年海南省政府专项债券(一期),18.4484,100.0,5.0,3.2,10.14,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.2,3.0,4.699389145095597
2015年海南省政府专项债券(二期),7.0,100.0,7.0,3.4,10.14,银行间,海南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.4,3.0,6.3461006207950845
2015年海南省政府专项债券(三期),10.5,100.0,10.0,3.39,10.14,银行间,海南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.4187302500000127,3.0,8.576322658686045
2015年重庆市政府一般债券(一期),40.0,100.0,3.0,2.9,6.03,银行间,重庆市政府,年付,荷兰式招标,固定,2015,1.0,0,2.9,3.0,2.9162461597161426
2015年重庆市政府一般债券(二期),79.0,100.0,5.0,3.26,6.03,银行间,重庆市政府,年付,荷兰式招标,固定,2015,1.0,0,3.26,3.0,4.694102885477579
2015年重庆市政府一般债券(三期),80.0,100.0,7.0,3.55,6.03,银行间,重庆市政府,年付,荷兰式招标,固定,2015,1.0,0,3.55,3.0,6.319812585751217
2015年重庆市政府一般债券(四期),66.0,100.0,10.0,3.57,6.03,银行间,重庆市政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6018622499999875,3.0,8.510109074368222
2015年重庆市政府一般债券(五期),62.29,100.0,3.0,2.88,8.05,银行间,重庆市政府,年付,荷兰式招标,固定,2015,1.0,0,2.88,3.0,2.91680231419111
2015年重庆市政府一般债券(六期),116.0,100.0,5.0,3.19,8.05,银行间,重庆市政府,年付,荷兰式招标,固定,2015,1.0,0,3.19,3.0,4.7002713744466975
2015年重庆市政府一般债券(七期),116.0,100.0,7.0,3.44,8.05,银行间,重庆市政府,年付,荷兰式招标,固定,2015,1.0,0,3.44,3.0,6.339070877779685
2015年重庆市政府一般债券(八期),97.0,100.0,10.0,3.47,8.05,银行间,重庆市政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5001022499999923,3.0,8.54678927826325
2015年重庆市政府专项债券(一期),13.0,100.0,5.0,3.19,8.05,银行间,重庆市政府,年付,荷兰式招标,固定,2015,1.0,0,3.19,3.0,4.7002713744466975
2015年重庆市政府专项债券(二期),12.0,100.0,10.0,3.47,8.05,银行间,重庆市政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5001022499999923,3.0,8.54678927826325
2015年四川省政府一般债券(一期),135.0,100.0,3.0,2.89,6.17,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,2.89,3.0,2.916524201004046
2015年四川省政府一般债券(二期),135.0,100.0,5.0,3.26,6.17,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,3.26,3.0,4.694102885477579
2015年四川省政府一般债券(三期),135.0,100.0,7.0,3.54,6.17,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,3.54,3.0,6.321558898374762
2015年四川省政府一般债券(四期),45.0,100.0,10.0,3.62,6.17,银行间,四川省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6527610000000044,3.0,8.491866863694376
2015年四川省政府一般债券(五期),150.0,100.0,3.0,2.89,7.08,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,2.89,3.0,2.916524201004046
2015年四川省政府一般债券(六期),150.0,100.0,5.0,3.18,7.08,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,3.18,3.0,4.7011539431359015
2015年四川省政府一般债券(七期),150.0,100.0,7.0,3.53,7.08,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,3.53,3.0,6.323306097516017
2015年四川省政府一般债券(八期),50.0,100.0,10.0,3.6,7.08,银行间,四川省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6324000000000023,3.0,8.499155946322187
2015年四川省政府一般债券(九期),84.0,100.0,3.0,3.24,10.1,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,3.24,3.0,2.9068353498526847
2015年四川省政府一般债券(十期),84.0,100.0,5.0,3.37,10.1,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,3.37,3.0,4.684442998823904
2015年四川省政府一般债券(十一期),84.0,100.0,7.0,3.58,10.1,银行间,四川省政府,年付,荷兰式招标,固定,2015,1.0,0,3.58,3.0,6.314578961263075
2015年四川省政府一般债券(十二期),28.0,100.0,10.0,3.56,10.1,银行间,四川省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.591684000000006,3.0,8.513765327250347
2015年贵州省政府一般债券(一期),68.0,100.0,3.0,2.91,6.05,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,2.91,3.0,2.91596819030124
2015年贵州省政府一般债券(二期),100.0,100.0,5.0,3.3,6.05,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.3,3.0,4.690585477443775
2015年贵州省政府一般债券(三期),100.0,100.0,7.0,3.58,6.05,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.58,3.0,6.314578961263075
2015年贵州省政府一般债券(四期),68.0,100.0,10.0,3.6,6.05,银行间,贵州省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6324000000000023,3.0,8.499155946322187
2015年贵州省政府一般债券(五期),80.0,100.0,3.0,2.88,7.06,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,2.88,3.0,2.91680231419111
2015年贵州省政府一般债券(六期),120.0,100.0,5.0,3.2,7.06,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.2,3.0,4.699389145095597
2015年贵州省政府一般债券(七期),120.0,100.0,7.0,3.54,7.06,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.54,3.0,6.321558898374762
2015年贵州省政府一般债券(八期),80.0,100.0,10.0,3.61,7.06,银行间,贵州省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6425802499999715,3.0,8.495510106250377
2015年贵州省政府一般债券(九期),100.0,100.0,3.0,3.22,9.21,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.22,3.0,2.9073866452750026
2015年贵州省政府一般债券(十期),150.0,100.0,5.0,3.42,9.21,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.42,3.0,4.680065605377461
2015年贵州省政府一般债券(十一期),150.0,100.0,7.0,3.58,9.21,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.58,3.0,6.314578961263075
2015年贵州省政府一般债券(十二期),100.0,100.0,10.0,3.57,9.21,银行间,贵州省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6018622499999875,3.0,8.510109074368222
2015年贵州省政府一般债券(十七期),6.0,100.0,3.0,2.79,12.24,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,2.79,3.0,2.9193085726595522
2015年贵州省政府一般债券(十八期),9.0,100.0,5.0,2.99,12.24,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,2.99,3.0,4.717987451701243
2015年贵州省政府一般债券(十九期),9.0,100.0,7.0,3.18,12.24,银行间,贵州省政府,年付,荷兰式招标,固定,2015,1.0,0,3.18,3.0,6.385021055325229
2015年贵州省政府一般债券(二十期),6.0,100.0,10.0,3.23,12.24,银行间,贵州省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.2560822500000253,3.0,8.63589903891118
2015年云南省政府一般债券(一期),46.0,100.0,3.0,2.92,6.23,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,2.92,3.0,2.9156902927331867
2015年云南省政府一般债券(二期),80.0,100.0,5.0,3.26,6.23,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.26,3.0,4.694102885477579
2015年云南省政府一般债券(三期),80.0,100.0,7.0,3.54,6.23,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.54,3.0,6.321558898374762
2015年云南省政府一般债券(四期),80.0,100.0,10.0,3.62,6.23,银行间,云南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.6527610000000044,3.0,8.491866863694376
2015年云南省政府专项债券(一期),13.0,100.0,3.0,2.84,7.28,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,2.84,3.0,2.917915486454623
2015年云南省政府专项债券(二期),13.0,100.0,5.0,3.16,7.28,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.16,3.0,4.7029200992162234
2015年云南省政府专项债券(三期),13.0,100.0,7.0,3.45,7.28,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.45,3.0,6.337315674139741
2015年云南省政府专项债券(四期),8.0,100.0,10.0,3.49,7.28,银行间,云南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5204502499999846,3.0,8.539432274700621
2015年云南省政府一般债券(五期),27.6,100.0,3.0,3.17,9.22,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.17,3.0,2.908766127521267
2015年云南省政府一般债券(六期),50.0,100.0,5.0,3.36,9.22,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.36,3.0,4.685319485621394
2015年云南省政府一般债券(七期),50.0,100.0,7.0,3.53,9.22,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.53,3.0,6.323306097516017
2015年云南省政府一般债券(八期),50.0,100.0,10.0,3.52,9.22,银行间,云南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5509760000000057,3.0,8.52841645063598
2015年云南省政府专项债券(五期),44.4,100.0,3.0,3.17,9.22,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.17,3.0,2.908766127521267
2015年云南省政府专项债券(六期),41.0,100.0,5.0,3.36,9.22,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.36,3.0,4.685319485621394
2015年云南省政府专项债券(七期),42.0,100.0,7.0,3.53,9.22,银行间,云南省政府,年付,荷兰式招标,固定,2015,1.0,0,3.53,3.0,6.323306097516017
2015年云南省政府专项债券(八期),42.0,100.0,10.0,3.52,9.22,银行间,云南省政府,半年付,荷兰式招标,固定,2015,0.5,0,3.5509760000000057,3.0,8.52841645063598
2015年陕西省政府一般债券(一期),18.0,100.0,3.0,2.87,6.3,银行间,陕西省政府,年付,荷兰式招标,固定,2015,1.0,0,2.87,3.0,2.9170804993035078
2015年陕西省政府一般债券(二期),53.0,100.0,5.0,3.2,6.3,银行间,陕西省政府,年付,荷兰式招标,固定,2015,1.0,0,3.2,3.0,4.699389145095597
